instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Month,Weekday_Name,Season_Name,Weather_Condition,is_weekend,Day_Type
10742,2012-03-28,2,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896,51,170,221,March,Wednesday,Summer,Light Snow or Light Rain,0,Weekday
10743,2012-03-28,2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,72,532,604,March,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10744,2012-03-28,2,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,61,580,641,March,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10745,2012-03-28,2,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,41,415,456,March,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10746,2012-03-28,2,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,38,324,362,March,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10747,2012-03-28,2,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,28,233,261,March,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10748,2012-03-28,2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,21,151,172,March,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10749,2012-03-28,2,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,12,81,93,March,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10750,2012-03-29,2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,10,38,48,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10751,2012-03-29,2,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,15,18,33,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10752,2012-03-29,2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,0,6,6,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10753,2012-03-29,2,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,1,4,5,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10754,2012-03-29,2,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537,1,8,9,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10755,2012-03-29,2,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239,2,30,32,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10756,2012-03-29,2,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,3,114,117,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10757,2012-03-29,2,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582,14,353,367,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10758,2012-03-29,2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,26,628,654,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10759,2012-03-29,2,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179,22,299,321,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10760,2012-03-29,2,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478,42,124,166,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10761,2012-03-29,2,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179,54,166,220,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10762,2012-03-29,2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,64,228,292,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10763,2012-03-29,2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,50,223,273,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10764,2012-03-29,2,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582,63,175,238,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10765,2012-03-29,2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,109,198,307,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10766,2012-03-29,2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,67,321,388,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10767,2012-03-29,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,83,620,703,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10768,2012-03-29,2,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,83,598,681,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10769,2012-03-29,2,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836,47,421,468,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10770,2012-03-29,2,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985,34,301,335,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10771,2012-03-29,2,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836,10,214,224,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10772,2012-03-29,2,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,17,135,152,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10773,2012-03-29,2,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,17,77,94,March,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
10774,2012-03-30,2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,10,49,59,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10775,2012-03-30,2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,6,21,27,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10776,2012-03-30,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,7,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10777,2012-03-30,2,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,0,7,7,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10778,2012-03-30,2,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,1,1,2,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10779,2012-03-30,2,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896,0,26,26,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10780,2012-03-30,2,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,5,81,86,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10781,2012-03-30,2,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642,9,280,289,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10782,2012-03-30,2,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,38,555,593,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10783,2012-03-30,2,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,29,292,321,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10784,2012-03-30,2,1,3,10,0,5,1,2,0.36,0.3636,0.57,0.1045,50,137,187,March,Friday,Summer,Mist or Cloudy,0,Weekday
10785,2012-03-30,2,1,3,11,0,5,1,2,0.36,0.3788,0.53,0.0,48,153,201,March,Friday,Summer,Mist or Cloudy,0,Weekday
10786,2012-03-30,2,1,3,12,0,5,1,2,0.38,0.3939,0.54,0.0,62,208,270,March,Friday,Summer,Mist or Cloudy,0,Weekday
10787,2012-03-30,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0.0,44,198,242,March,Friday,Summer,Light Snow or Light Rain,0,Weekday
10788,2012-03-30,2,1,3,14,0,5,1,3,0.4,0.4091,0.54,0.0,56,173,229,March,Friday,Summer,Light Snow or Light Rain,0,Weekday
10789,2012-03-30,2,1,3,15,0,5,1,3,0.42,0.4242,0.54,0.0,73,207,280,March,Friday,Summer,Light Snow or Light Rain,0,Weekday
10790,2012-03-30,2,1,3,16,0,5,1,3,0.4,0.4091,0.62,0.2836,75,292,367,March,Friday,Summer,Light Snow or Light Rain,0,Weekday
10791,2012-03-30,2,1,3,17,0,5,1,2,0.4,0.4091,0.62,0.2239,93,513,606,March,Friday,Summer,Mist or Cloudy,0,Weekday
10792,2012-03-30,2,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194,68,492,560,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10793,2012-03-30,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,42,353,395,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10794,2012-03-30,2,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642,17,192,209,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10795,2012-03-30,2,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,30,190,220,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10796,2012-03-30,2,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642,23,130,153,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10797,2012-03-30,2,1,3,23,0,5,1,1,0.36,0.3788,0.71,0.0,16,107,123,March,Friday,Summer,Clear or Partly Cloudy,0,Weekday
10798,2012-03-31,2,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194,12,80,92,March,Saturday,Summer,Clear or Partly Cloudy,1,Weekend
10799,2012-03-31,2,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194,17,65,82,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10800,2012-03-31,2,1,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537,14,55,69,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10801,2012-03-31,2,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537,10,21,31,March,Saturday,Summer,Clear or Partly Cloudy,1,Weekend
10802,2012-03-31,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,4,4,8,March,Saturday,Summer,Clear or Partly Cloudy,1,Weekend
10803,2012-03-31,2,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239,0,5,5,March,Saturday,Summer,Clear or Partly Cloudy,1,Weekend
10804,2012-03-31,2,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642,7,16,23,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10805,2012-03-31,2,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642,5,39,44,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10806,2012-03-31,2,1,3,8,0,6,0,2,0.36,0.3485,0.87,0.194,19,126,145,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10807,2012-03-31,2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194,62,161,223,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10808,2012-03-31,2,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343,108,205,313,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10809,2012-03-31,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,463,March,Saturday,Summer,Clear or Partly Cloudy,1,Weekend
10810,2012-03-31,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0,263,358,621,March,Saturday,Summer,Clear or Partly Cloudy,1,Weekend
10811,2012-03-31,2,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343,265,373,638,March,Saturday,Summer,Clear or Partly Cloudy,1,Weekend
10812,2012-03-31,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,240,311,551,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10813,2012-03-31,2,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836,275,330,605,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10814,2012-03-31,2,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,243,292,535,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10815,2012-03-31,2,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,238,305,543,March,Saturday,Summer,Clear or Partly Cloudy,1,Weekend
10816,2012-03-31,2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,102,239,341,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10817,2012-03-31,2,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478,93,191,284,March,Saturday,Summer,Clear or Partly Cloudy,1,Weekend
10818,2012-03-31,2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,52,156,208,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10819,2012-03-31,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,36,107,143,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10820,2012-03-31,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,40,116,156,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10821,2012-03-31,2,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836,12,100,112,March,Saturday,Summer,Mist or Cloudy,1,Weekend
10822,2012-04-01,2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537,8,59,67,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10823,2012-04-01,2,1,4,1,0,0,0,2,0.36,0.3485,0.76,0.1642,13,49,62,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10824,2012-04-01,2,1,4,2,0,0,0,2,0.36,0.3485,0.76,0.1642,20,61,81,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10825,2012-04-01,2,1,4,3,0,0,0,2,0.34,0.3333,0.81,0.1343,4,21,25,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10826,2012-04-01,2,1,4,4,0,0,0,2,0.34,0.3485,0.81,0.0896,3,9,12,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10827,2012-04-01,2,1,4,5,0,0,0,2,0.34,0.3485,0.81,0.0896,8,10,18,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10828,2012-04-01,2,1,4,6,0,0,0,2,0.36,0.3485,0.76,0.1343,9,88,97,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10829,2012-04-01,2,1,4,7,0,0,0,2,0.36,0.3485,0.71,0.1343,29,55,84,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10830,2012-04-01,2,1,4,8,0,0,0,2,0.36,0.3636,0.76,0.0896,37,88,125,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10831,2012-04-01,2,1,4,9,0,0,0,2,0.36,0.3485,0.81,0.1343,102,173,275,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10832,2012-04-01,2,1,4,10,0,0,0,2,0.4,0.4091,0.71,0.1045,132,228,360,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10833,2012-04-01,2,1,4,11,0,0,0,2,0.4,0.4091,0.71,0.194,180,271,451,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10834,2012-04-01,2,1,4,12,0,0,0,2,0.42,0.4242,0.67,0.2239,187,258,445,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10835,2012-04-01,2,1,4,13,0,0,0,2,0.44,0.4394,0.62,0.194,190,274,464,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10836,2012-04-01,2,1,4,14,0,0,0,2,0.48,0.4697,0.55,0.2239,283,278,561,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10837,2012-04-01,2,1,4,15,0,0,0,1,0.5,0.4848,0.55,0.2537,295,278,573,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
10838,2012-04-01,2,1,4,16,0,0,0,1,0.52,0.5,0.52,0.2537,236,275,511,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
10839,2012-04-01,2,1,4,17,0,0,0,1,0.52,0.5,0.55,0.2836,232,323,555,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
10840,2012-04-01,2,1,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,153,279,432,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
10841,2012-04-01,2,1,4,19,0,0,0,1,0.52,0.5,0.55,0.2239,110,236,346,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
10842,2012-04-01,2,1,4,20,0,0,0,2,0.5,0.4848,0.59,0.2239,66,166,232,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10843,2012-04-01,2,1,4,21,0,0,0,2,0.5,0.4848,0.59,0.1642,33,101,134,April,Sunday,Summer,Mist or Cloudy,1,Weekend
10844,2012-04-01,2,1,4,22,0,0,0,3,0.5,0.4848,0.63,0.1045,7,61,68,April,Sunday,Summer,Light Snow or Light Rain,1,Weekend
10845,2012-04-01,2,1,4,23,0,0,0,3,0.46,0.4545,0.72,0.0,10,53,63,April,Sunday,Summer,Light Snow or Light Rain,1,Weekend
10846,2012-04-02,2,1,4,0,0,1,1,3,0.44,0.4394,0.82,0.1045,6,11,17,April,Monday,Summer,Light Snow or Light Rain,0,Weekday
10847,2012-04-02,2,1,4,1,0,1,1,3,0.42,0.4242,0.88,0.0896,0,5,5,April,Monday,Summer,Light Snow or Light Rain,0,Weekday
10848,2012-04-02,2,1,4,2,0,1,1,3,0.44,0.4394,0.94,0.1343,2,3,5,April,Monday,Summer,Light Snow or Light Rain,0,Weekday
10849,2012-04-02,2,1,4,4,0,1,1,1,0.4,0.4091,0.76,0.4925,2,2,4,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10850,2012-04-02,2,1,4,5,0,1,1,1,0.4,0.4091,0.76,0.4925,2,22,24,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10851,2012-04-02,2,1,4,6,0,1,1,1,0.36,0.3182,0.71,0.4627,6,104,110,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10852,2012-04-02,2,1,4,7,0,1,1,1,0.34,0.303,0.66,0.3881,12,294,306,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10853,2012-04-02,2,1,4,8,0,1,1,1,0.36,0.3333,0.57,0.3284,36,553,589,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10854,2012-04-02,2,1,4,9,0,1,1,1,0.38,0.3939,0.54,0.3582,52,265,317,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10855,2012-04-02,2,1,4,10,0,1,1,1,0.4,0.4091,0.5,0.5224,85,119,204,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10856,2012-04-02,2,1,4,11,0,1,1,1,0.42,0.4242,0.47,0.4478,81,128,209,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10857,2012-04-02,2,1,4,12,0,1,1,1,0.44,0.4394,0.44,0.4478,100,181,281,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10858,2012-04-02,2,1,4,13,0,1,1,1,0.46,0.4545,0.36,0.2985,97,184,281,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10859,2012-04-02,2,1,4,14,0,1,1,1,0.46,0.4545,0.31,0.4179,127,141,268,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10860,2012-04-02,2,1,4,15,0,1,1,1,0.48,0.4697,0.33,0.4179,132,192,324,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10861,2012-04-02,2,1,4,16,0,1,1,1,0.5,0.4848,0.34,0.3284,104,291,395,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10862,2012-04-02,2,1,4,17,0,1,1,1,0.5,0.4848,0.29,0.2836,128,601,729,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10863,2012-04-02,2,1,4,18,0,1,1,1,0.5,0.4848,0.27,0.2537,75,543,618,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10864,2012-04-02,2,1,4,19,0,1,1,1,0.5,0.4848,0.27,0.2537,66,428,494,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10865,2012-04-02,2,1,4,20,0,1,1,1,0.46,0.4545,0.31,0.1642,48,281,329,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10866,2012-04-02,2,1,4,21,0,1,1,1,0.46,0.4545,0.28,0.1343,24,214,238,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10867,2012-04-02,2,1,4,22,0,1,1,1,0.42,0.4242,0.44,0.194,17,106,123,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10868,2012-04-02,2,1,4,23,0,1,1,1,0.44,0.4394,0.35,0.1642,6,60,66,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
10869,2012-04-03,2,1,4,0,0,2,1,1,0.4,0.4091,0.43,0.1343,1,32,33,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10870,2012-04-03,2,1,4,1,0,2,1,1,0.38,0.3939,0.46,0.2239,0,11,11,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10871,2012-04-03,2,1,4,2,0,2,1,1,0.36,0.3485,0.53,0.1642,0,5,5,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10872,2012-04-03,2,1,4,3,0,2,1,1,0.38,0.3939,0.46,0.0,0,3,3,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10873,2012-04-03,2,1,4,4,0,2,1,1,0.32,0.3333,0.66,0.0896,0,1,1,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10874,2012-04-03,2,1,4,5,0,2,1,1,0.32,0.3333,0.66,0.0896,2,25,27,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10875,2012-04-03,2,1,4,6,0,2,1,1,0.3,0.3182,0.61,0.0896,2,98,100,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10876,2012-04-03,2,1,4,7,0,2,1,1,0.32,0.3333,0.66,0.0896,14,327,341,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10877,2012-04-03,2,1,4,8,0,2,1,1,0.34,0.3636,0.57,0.0,27,577,604,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10878,2012-04-03,2,1,4,9,0,2,1,1,0.42,0.4242,0.38,0.0896,54,354,408,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10879,2012-04-03,2,1,4,10,0,2,1,1,0.44,0.4394,0.33,0.0,77,142,219,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10880,2012-04-03,2,1,4,11,0,2,1,1,0.48,0.4697,0.23,0.0,91,167,258,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10881,2012-04-03,2,1,4,12,0,2,1,1,0.52,0.5,0.25,0.0,101,230,331,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10882,2012-04-03,2,1,4,13,0,2,1,1,0.56,0.5303,0.19,0.2537,120,225,345,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10883,2012-04-03,2,1,4,14,0,2,1,1,0.56,0.5303,0.21,0.2239,120,191,311,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10884,2012-04-03,2,1,4,15,0,2,1,1,0.6,0.5909,0.2,0.194,109,207,316,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10885,2012-04-03,2,1,4,16,0,2,1,1,0.62,0.6061,0.21,0.1642,145,340,485,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10886,2012-04-03,2,1,4,17,0,2,1,1,0.62,0.6061,0.17,0.194,123,634,757,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10887,2012-04-03,2,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,139,661,800,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10888,2012-04-03,2,1,4,19,0,2,1,1,0.56,0.5303,0.26,0.1045,98,460,558,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10889,2012-04-03,2,1,4,20,0,2,1,1,0.56,0.5303,0.24,0.1343,54,325,379,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10890,2012-04-03,2,1,4,21,0,2,1,1,0.54,0.5152,0.45,0.0,33,210,243,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10891,2012-04-03,2,1,4,22,0,2,1,1,0.5,0.4848,0.51,0.0,25,133,158,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10892,2012-04-03,2,1,4,23,0,2,1,1,0.5,0.4848,0.59,0.0,13,66,79,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
10893,2012-04-04,2,1,4,0,0,3,1,1,0.48,0.4697,0.48,0.0,18,23,41,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10894,2012-04-04,2,1,4,1,0,3,1,1,0.46,0.4545,0.59,0.0,0,11,11,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10895,2012-04-04,2,1,4,2,0,3,1,1,0.46,0.4545,0.51,0.0,0,5,5,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10896,2012-04-04,2,1,4,3,0,3,1,1,0.44,0.4394,0.58,0.0896,0,3,3,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10897,2012-04-04,2,1,4,4,0,3,1,1,0.42,0.4242,0.67,0.0896,0,1,1,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10898,2012-04-04,2,1,4,5,0,3,1,1,0.42,0.4242,0.67,0.0896,0,27,27,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10899,2012-04-04,2,1,4,6,0,3,1,2,0.42,0.4242,0.58,0.0,6,120,126,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
10900,2012-04-04,2,1,4,7,0,3,1,2,0.44,0.4394,0.62,0.0,12,354,366,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
10901,2012-04-04,2,1,4,8,0,3,1,2,0.44,0.4394,0.72,0.1045,31,653,684,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
10902,2012-04-04,2,1,4,9,0,3,1,2,0.48,0.4697,0.55,0.1343,47,316,363,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
10903,2012-04-04,2,1,4,10,0,3,1,2,0.54,0.5152,0.45,0.1343,68,99,167,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
10904,2012-04-04,2,1,4,11,0,3,1,2,0.6,0.6212,0.43,0.3582,61,152,213,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
10905,2012-04-04,2,1,4,12,0,3,1,2,0.6,0.6212,0.46,0.4179,73,210,283,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
10906,2012-04-04,2,1,4,13,0,3,1,2,0.6,0.6212,0.46,0.2537,70,181,251,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
10907,2012-04-04,2,1,4,14,0,3,1,2,0.62,0.6212,0.46,0.194,82,176,258,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
10908,2012-04-04,2,1,4,15,0,3,1,2,0.64,0.6212,0.44,0.2836,86,182,268,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
10909,2012-04-04,2,1,4,16,0,3,1,2,0.64,0.6212,0.44,0.2836,86,304,390,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
10910,2012-04-04,2,1,4,17,0,3,1,1,0.66,0.6212,0.41,0.2985,99,645,744,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10911,2012-04-04,2,1,4,18,0,3,1,1,0.66,0.6212,0.41,0.2537,113,646,759,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10912,2012-04-04,2,1,4,19,0,3,1,1,0.66,0.6212,0.39,0.2239,75,419,494,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10913,2012-04-04,2,1,4,20,0,3,1,1,0.64,0.6212,0.27,0.2239,39,333,372,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
10914,2012-04-04,2,1,4,21,0,3,1,1,0.6,0.6061,0.23,0.3284,43,255,298,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
